hostname,ContextSwitchesPerSecond,AbstractionLayer,iface,iface_speed,IPTAB_activated,IPTAB_complexity,IPTAB_maxRules,IPTAB_RX_bytes,IPTAB_RX_packets,IPTAB_TX_bytes,IPTAB_TX_packets,OVS_activated,OVS_complexity,OVS_maxRules,OVS_RX_bytes,OVS_RX_dropped,OVS_RX_packets,OVS_TX_bytes,OVS_TX_dropped,OVS_TX_packets,TC_activated,TC_queueDiscipline,TC_queueLenght,TC_complexity,TC_current_bwd_guaranteed,TC_maxRules,TC_RX_bytes,TC_RX_dropped,TC_RX_packets,TC_TX_bytes,TC_TX_dropped,TC_TX_packets,encapsulationLayer,encapsulationType1,encapsulationType2,sense,l3Proto,dstIP,macSrc,macDst,l4Proto,tos,outTos,dstPort,state,totalpktCount,totalBits,packetSize,programmableTechnology,activatedRuleTimeSecs,averageMatchedBytes,averageMatchedPackets,currentMatchedBytesPerPeriod,currentMatchedPacketsPerPeriod,lastMatchedTime,ruleComplexity,totalMatchedBytes,totalMatchedPackets,actionType,actionName,IPTAB_MIN_CRR_currentMatchedPacketsPerPeriod,IPTAB_MAX_CRR_currentMatchedPacketsPerPeriod,IPTAB_MIN_TOTAL_totalMatchedPackets,IPTAB_MAX_TOTAL_totalMatchedPackets,IPTAB_numberRulesActivatedTotal,IPTAB_MEAN_CRR,IPTAB_MEDIAN_CRR,IPTAB_ST_CRR,IPTAB_Q1_CRR,IPTAB_Q3_CRR,IPTAB_MEAN_TOTAL,IPTAB_MEDIAN_TOTAL,IPTAB_ST_TOTAL,IPTAB_Q1_TOTAL,IPTAB_Q3_TOTAL,OVS_MIN_CRR_currentMatchedPacketsPerPeriod,OVS_MAX_CRR_currentMatchedPacketsPerPeriod,OVS_MIN_TOTAL_totalMatchedPackets,OVS_MAX_TOTAL_totalMatchedPackets,OVS_numberRulesActivatedTotal,OVS_MEAN_CRR,OVS_MEDIAN_CRR,OVS_ST_CRR,OVS_Q1_CRR,OVS_Q3_CRR,OVS_MEAN_TOTAL,OVS_MEDIAN_TOTAL,OVS_ST_TOTAL,OVS_Q1_TOTAL,OVS_Q3_TOTAL,TC_MIN_CRR_currentMatchedPacketsPerPeriod,TC_MAX_CRR_currentMatchedPacketsPerPeriod,TC_MIN_TOTAL_totalMatchedPackets,TC_MAX_TOTAL_totalMatchedPackets,TC_numberRulesActivatedTotal,TC_MEAN_CRR,TC_MEDIAN_CRR,TC_ST_CRR,TC_Q1_CRR,TC_Q3_CRR,TC_MEAN_TOTAL,TC_MEDIAN_TOTAL,TC_ST_TOTAL,TC_Q1_TOTAL,TC_Q3_TOTAL,timestamp
EDGE-IAAS-0-COMPUTE-1,1,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,18527426,0,32860,198052,0,421,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8008,32790112,512.0,OVS,104.0,35467.519230769234,62.66346153846154,28300,50,0.0,5,3688622,6517,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,6449,6571,4,50.0,50.0,0.0,50.0,50.0,6519.0,6528.0,44.74371464239419,6483.0,6555.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689857794.0
EDGE-IAAS-0-COMPUTE-1,4,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,5356540,0,60830,79216,0,719,True,noqueue,1000,8,0,4096,2677677.0,30098.0,36170.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6104,1660016,34.0,TC,79.0,8519.367088607594,115.126582278481,9472,128,0.0,3,673030,9095,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,143,6019,9095,4,125.75,123.5,11.299889379989525,116.0,135.5,7573.5,7590.0,1505.941150908627,6068.0,9079.0,1689796854.0
EDGE-IAAS-0-COMPUTE-2,4,0,eth0,10000000000,True,8.0,4096.0,2077635.0,9443.0,36888735.0,64193.0,True,4,16384,842908,0,2686,18701860,0,60432,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6119,12531712,256.0,IPTABLES,27.0,18671.185185185182,53.96296296296296,16954,49,0.0,13,504122,1457,INSERT,DROP,49,55,1383,1457,2,52.0,52.0,3.0,52.0,52.0,1420.0,1420.0,37.0,1420.0,1420.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694792693.653191
EDGE-IAAS-0-COMPUTE-2,3,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,4930003,0,8779,96580,0,199,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,4213,17260544,512.0,OVS,11.0,65398.72727272727,115.54545454545456,56600,100,0.0,5,719386,1271,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,1271,1305,2,100.0,100.0,0.0,100.0,100.0,1288.0,1288.0,17.0,1288.0,1288.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689852908.0
EDGE-IAAS-0-COMPUTE-1,9,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,4292397,0,23640,71768,0,396,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,5524,5657592,128.0,OVS,69.0,11386.869565217392,62.56521739130435,8918,49,0.0,5,785694,4317,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,50,4244,4317,4,49.5,49.5,0.5,49.0,50.0,4292.25,4304.0,28.358199872347328,4274.0,4310.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689856560.0
EDGE-IAAS-0-COMPUTE-1,3,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,3989376,0,7110,84900,0,178,True,noqueue,1000,8,0,4096,2285334.0,4139.0,4146.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7036,28806136,512.0,TC,77.0,29664.62337662337,53.74025974025974,24840,45,0.0,3,2284176,4138,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,45,4138,4138,1,45.0,45.0,0.0,45.0,45.0,4138.0,4138.0,0.0,4138.0,4138.0,1689786060.0
EDGE-IAAS-0-COMPUTE-2,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,15375150,0,27271,194182,0,397,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6545,26808320,512.0,OVS,83.0,35126.096385542165,62.06024096385542,28300,50,0.0,5,2915466,5151,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,99,5061,5151,4,68.5,62.5,20.35313243704762,50.0,87.0,5126.5,5147.0,37.911080174534725,5102.5,5150.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689857775.0
EDGE-IAAS-0-COMPUTE-1,5,0,eth0,10000000000,True,8.0,4096.0,1621277.0,9702.0,30637169.0,40887.0,True,4,16384,427384,0,1356,11060080,0,35726,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3164,6479872,256.0,IPTABLES,108.0,18443.722222222223,53.30555555555556,18684,54,0.0,13,1991922,5757,INSERT,DROP,54,62,5757,5768,2,58.0,58.0,4.0,58.0,58.0,5762.5,5762.5,5.5,5762.5,5762.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694793958.4823432
EDGE-IAAS-0-COMPUTE-1,3,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,26314404,0,24536,334240,0,604,True,noqueue,1000,8,0,4096,13690370.0,9914.0,12881.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,6050,49527840,1023.0,TC,30.0,60860.8,57.2,58520,55,0.0,3,1825824,1716,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,63,1716,3223,4,58.25,57.5,3.418698582794336,55.0,61.5,2480.25,2491.0,739.4654741771247,1741.0,3219.5,1689796224.0
EDGE-IAAS-0-COMPUTE-1,8,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,37560136,0,34983,207614,0,423,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8526,69844992,1024.0,OVS,118.0,65118.50847457627,60.40677966101695,52822,49,0.0,5,7683984,7128,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,74,7080,7128,4,67.25,73.0,10.54454835448157,61.0,73.5,7101.75,7099.5,20.327014045353536,7082.0,7121.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689868908.0
EDGE-IAAS-0-COMPUTE-1,5,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,13360994,0,43184,220286,0,712,True,noqueue,1000,8,0,4096,5025407.0,16441.0,16984.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,4207,8615936,256.0,TC,27.0,42514.37037037037,143.62962962962962,29896,101,0.0,3,1147888,3878,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,110,3878,4178,4,105.5,105.5,3.640054944640259,102.0,109.0,4032.25,4036.5,123.58473813541865,3912.5,4152.0,1689798019.0
EDGE-IAAS-0-COMPUTE-1,2,0,eth0,10000000000,True,8.0,4096.0,1157280.0,7826.0,17324543.0,20065.0,True,4,16384,48340,0,443,1304312,0,14831,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3087,839664,34.0,IPTABLES,86.0,6570.558139534884,52.98837209302326,5828,47,0.0,13,565068,4557,INSERT,DROP,47,53,4504,4557,2,50.0,50.0,3.0,50.0,50.0,4530.5,4530.5,26.5,4530.5,4530.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694781032.6685514
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,11866306,0,11116,205310,0,385,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,2586,21184512,1024.0,OVS,19.0,68254.42105263157,63.31578947368421,53900,50,0.0,5,1296834,1203,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,74,1176,1231,4,55.75,50.0,10.54454835448157,49.5,62.0,1206.25,1209.0,20.09197601033806,1189.5,1223.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689868819.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,16505673,0,53334,146170,0,497,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8620,17653760,256.0,OVS,58.0,46035.0,148.5,31000,100,0.0,5,2670030,8613,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,8601,8751,4,100.0,100.0,0.0,100.0,100.0,8671.5,8667.0,65.50381668269415,8607.0,8736.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689854568.0
EDGE-IAAS-0-COMPUTE-2,2,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,5591313,0,18099,97034,0,329,True,noqueue,1000,8,0,4096,3498384.0,11759.0,11828.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8985,18401280,256.0,TC,114.0,15334.877192982456,51.80701754385965,0,0,2.0,3,1748176,5906,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5853,5906,2,0.0,0.0,0.0,0.0,0.0,5879.5,5879.5,26.5,5879.5,5879.5,1689788481.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,762298,0,8639,14408,0,127,True,noqueue,1000,8,0,4096,309081.0,4166.0,4173.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8526,2324872,34.0,TC,79.0,3872.354430379746,52.32911392405063,4070,55,0.0,3,305916,4134,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,55,4134,4134,1,55.0,55.0,0.0,55.0,55.0,4134.0,4134.0,0.0,4134.0,4134.0,1689757271.0
EDGE-IAAS-0-COMPUTE-2,2,0,eth0,10000000000,True,8.0,4096.0,1213340.0,7411.0,23950751.0,33244.0,True,4,16384,156740,0,504,8550152,0,27604,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,9256,18956288,256.0,IPTABLES,47.0,36867.40425531915,106.55319148936172,36330,105,0.0,13,1732768,5008,INSERT,DROP,104,105,4795,5008,2,104.5,104.5,0.5,104.5,104.5,4901.5,4901.5,106.5,4901.5,4901.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694795687.6405964
EDGE-IAAS-0-COMPUTE-1,4,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,5708624,0,64832,79384,0,723,True,noqueue,1000,8,0,4096,3032609.0,34894.0,40967.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,6785,1845248,34.0,TC,60.0,8804.766666666666,118.98333333333332,7622,103,0.0,3,528286,7139,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,124,7139,10197,4,105.5,101.0,10.965856099730654,97.5,113.5,8665.25,8662.5,1511.3567373390042,7154.0,10176.5,1689796843.0
EDGE-IAAS-0-COMPUTE-1,8,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1395204,0,7716,70306,0,374,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,1545,1582080,128.0,OVS,4.0,12512.5,68.75,9100,50,0.0,5,50050,275,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,50,266,301,3,49.333333333333336,49.0,0.4714045207910317,49.0,49.5,280.6666666666667,275.0,14.83988619303471,270.5,288.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689856503.0
EDGE-IAAS-0-COMPUTE-1,2,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,636441,0,7208,7226,0,64,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7036,1919592,34.0,OVS,105.0,4738.590476190476,53.84761904761905,4400,50,0.0,5,497552,5654,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,5654,5654,1,50.0,50.0,0.0,50.0,50.0,5654.0,5654.0,0.0,5654.0,5654.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689843697.0
EDGE-IAAS-0-COMPUTE-1,8,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,9162852,0,16285,216166,0,420,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,1683,6850624,509.0,OVS,1.0,218476.0,386.0,56600,100,0.0,5,218476,386,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150,0,552,4,87.25,99.5,54.43057504748595,49.5,125.0,344.75,413.5,207.8285050227711,193.0,496.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689854162.0
EDGE-IAAS-0-COMPUTE-2,9,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,14039158,0,45378,145378,0,494,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,6418,13144064,256.0,OVS,50.0,42259.2,136.32,46500,150,0.0,5,2112960,6816,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,150,6735,6944,4,125.25,125.5,24.752525123712125,100.5,150.0,6854.75,6870.0,84.56173780144303,6775.5,6934.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689854560.0
EDGE-IAAS-0-COMPUTE-2,4,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,8209818,0,14573,167172,0,314,True,noqueue,1000,8,0,4096,1338600.0,2411.0,2425.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,7185,29427096,512.0,TC,9.0,70472.0,127.66666666666669,70104,127,0.0,3,634248,1149,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,127,1149,1160,2,123.0,123.0,4.0,123.0,123.0,1154.5,1154.5,5.5,1154.5,1154.5,1689793807.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,18367044,0,59342,146676,0,505,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,11334,23212032,256.0,OVS,76.0,43041.05263157895,138.8421052631579,46810,151,0.0,5,3271120,10552,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,200,10465,10703,4,150.25,150.5,35.35799061032739,125.0,175.5,10585.5,10587.0,87.72257406164049,10508.5,10662.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689854583.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,3188216,0,5687,47904,0,106,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,5139,21049344,512.0,OVS,22.0,66556.45454545454,117.5909090909091,56600,100,0.0,5,1464242,2587,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,2587,2587,1,100.0,100.0,0.0,100.0,100.0,2587.0,2587.0,0.0,2587.0,2587.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689848898.0
EDGE-IAAS-0-COMPUTE-2,3,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,2943546,0,16210,37198,0,210,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8035,8227840,128.0,OVS,116.0,10293.98275862069,56.560344827586206,9100,50,0.0,5,1194102,6561,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,6540,6561,2,50.0,50.0,0.0,50.0,50.0,6550.5,6550.5,10.5,6550.5,6550.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689851368.0
EDGE-IAAS-0-COMPUTE-1,5,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,28243762,0,26288,103766,0,211,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,13171,107883312,1024.0,OVS,87.0,123994.7816091954,115.02298850574712,107800,100,0.0,5,10787546,10007,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,9956,10007,2,100.0,100.0,0.0,100.0,100.0,9981.5,9981.5,25.5,9981.5,9981.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689853327.0
EDGE-IAAS-0-COMPUTE-1,9,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1348382,0,7433,10970,0,65,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7053,7222272,128.0,OVS,110.0,9657.581818181818,53.06363636363636,8918,49,0.0,5,1062334,5837,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,49,5837,5837,1,49.0,49.0,0.0,49.0,49.0,5837.0,5837.0,0.0,5837.0,5837.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689844000.0
EDGE-IAAS-0-COMPUTE-1,3,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,26363028,0,24583,356082,0,635,True,noqueue,1000,8,0,4096,13319084.0,6378.0,12534.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6059,49635328,1024.0,TC,55.0,59119.70909090909,55.56363636363636,57456,54,0.0,3,3251584,3056,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,62,105,3097,3,56.0,54.0,4.320493798938574,53.0,58.0,2086.0,3056.0,1400.8785338731786,1580.5,3076.5,1689796245.0
EDGE-IAAS-0-COMPUTE-1,2,0,eth0,10000000000,True,8.0,4096.0,1230293.0,7785.0,21978636.0,21341.0,True,4,16384,124658,0,409,5064780,0,16360,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6085,12462080,256.0,IPTABLES,40.0,18277.45,52.825,18684,54,0.0,13,731098,2113,INSERT,DROP,50,54,2113,5148,2,52.0,52.0,2.0,52.0,52.0,3630.5,3630.5,1517.5,3630.5,3630.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694793516.9475946
EDGE-IAAS-0-COMPUTE-1,1,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,2174126,0,7069,95544,0,312,True,noqueue,1000,8,0,4096,294308.0,973.0,996.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3564,7299072,256.0,TC,8.0,17205.0,58.125,14800,50,0.0,3,137640,465,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,52,465,472,2,51.0,51.0,1.0,51.0,51.0,468.5,468.5,3.5,468.5,468.5,1689788406.0
