hostname,ContextSwitchesPerSecond,AbstractionLayer,iface,IPTAB_activated,IPTAB_estimatedDevicePortSpeed,IPTAB_complexity,IPTAB_maxRules,IPTAB_RX_bytes,IPTAB_RX_packets,IPTAB_TX_bytes,IPTAB_TX_packets,OVS_activated,OVS_estimatedDevicePortSpeed,OVS_complexity,OVS_maxRules,OVS_RX_bytes,OVS_RX_dropped,OVS_RX_packets,OVS_TX_bytes,OVS_TX_dropped,OVS_TX_packets,TC_activated,TC_queueDiscipline,TC_queueLenght,TC_currentCombinedQueues,TC_currentRxQueues,TC_currentTxQueues,TC_estimatedDevicePortSpeed,TC_complexity,TC_current_bwd_guaranteed,TC_maxRules,TC_RX_bytes,TC_RX_dropped,TC_RX_packets,TC_TX_bytes,TC_TX_dropped,TC_TX_packets,encapsulationLayer,encapsulationType1,encapsulationType2,sense,l3Proto,dstIP,macSrc,macDst,l4Proto,tos,outTos,dstPort,state,totalpktCount,totalBits,packetSize,sumInterPacketLagNS,lastInterPacketRate,programmableTechnology,activatedRuleTimeSecs,averageMatchedBytes,averageMatchedPackets,currentMatchedBytesPerPeriod,currentMatchedPacketsPerPeriod,lastMatchedTime,ruleComplexity,totalMatchedBytes,totalMatchedPackets,actionType,actionName,IPTAB_numberRulesActivatedTotal,OVS_numberRulesActivatedTotal,TC_numberRulesActivatedTotal,target
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,565055,0,6398,14112,0,124.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,132189.0,1783.0,1785.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,6040,1648680,34.0,0,0,TC,34.0,3919.823529411765,52.97058823529412,3848,52,0.0,3,133274,1801,INSERT,DROP,0.0,0,1,OVS
EDGE-IAAS-0-COMPUTE-1,1,0,eth0,True,10000000000,400,4096,2676026.0,9620.0,136345290.0,111734.0,True,10000000000,20,16384,1324390,0,2269,111740074,0,103763.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,12630,103464960,1024.0,0,0,IPTABLES,5.0,148162.0,133.0,142592,128,0.0,13,740810,665,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-2,6,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,592641,0,3280,18610,0,105.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3083,3156992,128.0,0,0,OVS,31.0,10162.645161290322,55.83870967741935,13468,74,0.0,5,315042,1731,INSERT,DROP,0.0,1,0,OVS
EDGE-IAAS-0-COMPUTE-1,5,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,26898042,0,25084,209516,0,408.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6067,49667064,1023.0,0,0,OVS,69.0,72304.11594202899,67.07246376811594,53900,50,0.0,5,4988984,4628,INSERT,DROP,0.0,4,0,OVS
EDGE-IAAS-0-COMPUTE-2,1,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,15398245,0,27320,197546,0,413.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6567,26898432,512.0,0,0,OVS,81.0,35678.96296296296,63.03703703703704,42450,75,0.0,5,2889996,5106,INSERT,DROP,0.0,4,0,OVS
EDGE-IAAS-0-COMPUTE-1,3,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,3730403,0,12095,56518,0,205.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6063,12417024,256.0,0,0,OVS,81.0,17206.913580246914,55.50617283950617,15190,49,0.0,5,1393760,4496,INSERT,DROP,0.0,2,0,OVS
EDGE-IAAS-0-COMPUTE-2,3,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,38685523,0,36025,335168,0,618.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,31107976.0,27592.0,29276.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8517,69737504,1024.0,0,0,TC,126.0,61002.66666666666,57.333333333333336,47880,45,0.0,3,7686336,7224,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-2,3,0,eth0,True,10000000000,400,4096,2080081.0,1921.0,181559801.0,148951.0,False,0,20,16384,0,0,0,0,0,0.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,22994406.0,19857.0,19857.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,DROPPED,9964,81625088,1024.0,0,0,IPTABLES,45.0,122218.1778,109.7111111,122540,110,0.0,13,5549948,4982,INSERT,DROP,2.0,0,4404,IPTABLES
EDGE-IAAS-0-COMPUTE-1,3,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,40197039,0,71146,432090,0,811.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,25891716.0,31532.0,46932.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,9540,39046624,512.0,0,0,TC,102.0,63355.52941176471,114.77450980392156,65688,119,0.0,3,6462264,11707,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth0,True,10000000000,400,4096,480070.0,3266.0,7405459.0,8552.0,False,0,20,16384,0,0,0,0,0,0.0,False,0,0,0,0,0,0,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3054,830688,34.0,0,0,IPTABLES,4.0,7998.0,64.5,6448,52,0.0,13,31992,258,INSERT,DROP,2.0,0,0,IPTABLES
EDGE-IAAS-0-COMPUTE-2,1,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,3188199,0,36182,56914,0,524.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,1758064.0,23479.0,23734.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8991,2445552,34.0,0,0,TC,111.0,3951.3333333333335,53.3963963963964,0,0,6.0,3,438598,5927,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-2,2,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,68951430,0,64094,272208,0,509.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,53133868.0,49657.0,49968.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,10565,86548480,1024.0,0,0,TC,107.0,123583.10280373832,116.14953271028035,111720,105,0.0,3,13223392,12428,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-1,5,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,20706595,27840,34801,337480,208,520.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,5244000.0,5556.0,25254.0,0,0,0,1,gtp,0,INGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,ACTIVE,5890,24125440,512.0,0,0,TC,32.0,46385.25,84.03125,50784,92,0.0,3,1625640,2945,INSERT,DROP,0.0,16938,4892,TC
EDGE-IAAS-0-COMPUTE-1,4,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,14610278,0,25889,167960,0,324.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,7389564.0,13355.0,13394.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,12181,49893376,512.0,0,0,TC,62.0,59678.32258064516,108.11290322580643,64032,116,0.0,3,3700056,6703,INSERT,DROP,0.0,0,2,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth0,True,10000000000,400,4096,1329699.0,8728.0,23114215.0,41366.0,True,10000000000,20,16384,48286,0,447,3186964,0,36230.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6229,1694288,34.0,0,0,IPTABLES,121.0,12155.07438016529,98.02479338842976,0,0,8.0,13,1470764,11861,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-1,6,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,6403356,0,72715,80018,0,730.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,3471421.0,40799.0,46883.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,10456,2844032,34.0,0,0,TC,124.0,6977.4838709677415,94.29032258064515,0,0,22.0,3,865208,11692,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth0,True,10000000000,400,4096,1167139.0,4296.0,22867679.0,28104.0,True,10000000000,20,16384,662248,0,1212,14367566,0,25443.0,False,0,0,0,0,0,0,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3076,12595200,512.0,0,0,IPTABLES,2.0,47558.0,79.0,30100,50,0.0,13,95116,158,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-1,1,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,7560240,0,24448,76516,0,266.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,5257638.0,17665.0,17770.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,12155,24887280,256.0,0,0,TC,82.0,32036.58536585365,108.23170731707316,31376,106,0.0,3,2627000,8875,INSERT,DROP,0.0,0,2,OVS
EDGE-IAAS-0-COMPUTE-1,5,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,6060624,0,68832,79426,0,724.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,3358848.0,39290.0,45369.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7724,2100928,34.0,0,0,TC,68.0,8891.970588235294,120.16176470588236,7844,106,0.0,3,604654,8171,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-2,2,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,22702965,0,40216,400046,0,742.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,8701176.0,15260.0,15771.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3860,15810560,512.0,0,0,TC,29.0,71112.8275862069,128.82758620689654,67896,123,0.0,3,2062272,3736,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-2,5,0,eth0,True,10000000000,400,4096,616836.0,1936.0,25846834.0,62963.0,False,0,20,16384,0,0,0,0,0,0.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,5013302.0,15077.0,18847.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,DROPPED,21640,22159360,128.0,0,0,IPTABLES,113.0,22181.9823,101.7522124,20710,95,0.0,13,2358760,10820,INSERT,DROP,15.0,0,4096,IPTABLES
EDGE-IAAS-0-COMPUTE-1,5,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,4257876,0,7598,164608,0,318.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,885988.0,1564.0,1606.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3568,14601208,512.0,0,0,TC,12.0,34868.0,63.16666666666666,27048,49,0.0,3,418416,758,INSERT,DROP,0.0,0,2,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,1374888,0,15598,7514,0,66.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,15183,4129776,34.0,0,0,OVS,114.0,9639.859649122807,109.5438596491228,8800,100,0.0,5,1098944,12488,INSERT,DROP,0.0,1,0,OVS
EDGE-IAAS-0-COMPUTE-2,1,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,20397610,0,36153,195110,0,411.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8990,36823040,512.0,0,0,OVS,122.0,34024.95081967213,60.114754098360656,0,0,4.0,5,4151044,7334,INSERT,DROP,0.0,4,0,OVS
EDGE-IAAS-0-COMPUTE-1,1,0,eth0,True,10000000000,400,4096,797178.0,2811.0,5876476.0,9992.0,True,10000000000,20,16384,18120,0,98,1429102,0,7863.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3500,3584000,128.0,0,0,IPTABLES,5.0,31261.2,143.4,34880,160,0.0,13,156306,717,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,True,10000000000,400,4096,2722390.0,9605.0,91275573.0,128394.0,True,10000000000,20,16384,1513366,0,2735,71013354,0,125579.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,12423,50884608,512.0,0,0,IPTABLES,30.0,67343.73333333334,111.86666666666666,65016,108,0.0,13,2020312,3356,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-2,4,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,8326553,0,14783,97030,0,205.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,7209,29528064,512.0,0,0,OVS,33.0,68760.42424242424,121.48484848484848,85466,151,0.0,5,2269094,4009,INSERT,DROP,0.0,2,0,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth0,True,10000000000,400,4096,1170982.0,8089.0,17965148.0,20825.0,True,10000000000,20,16384,48382,0,444,1390376,0,15809.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3087,839664,34.0,0,0,IPTABLES,92.0,6580.086956521739,53.06521739130435,6448,52,0.0,13,605368,4882,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-1,4,0,eth0,True,10000000000,400,4096,482416.0,13001.0,37269262.0,116930.0,False,0,20,16384,0,0,0,0,0,0.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,34780374.0,53181.0,53181.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,ACTIVE,694,2842624,512.0,0,0,IPTABLES,5.0,43584.8,72.4,31304,52,0.0,13,208894,347,INSERT,DROP,9.0,0,4895,IPTABLES
EDGE-IAAS-0-COMPUTE-2,2,0,eth0,True,10000000000,400,4096,987526.0,5894.0,19144267.0,26625.0,False,0,20,16384,0,0,0,0,0,0.0,False,0,0,0,0,0,0,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,9256,18956288,256.0,0,0,IPTABLES,20.0,37627.5,108.75,34946,101,0.0,13,752550,2175,INSERT,DROP,2.0,0,0,IPTABLES
EDGE-IAAS-0-COMPUTE-1,5,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,9970384,21408,30584,284795,216,721.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,3983856.0,11410.0,21129.0,0,0,0,1,gtp,0,INGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,DROPPED,10498,21499904,256.0,0,0,TC,103.0,14196.50485,47.96116505,14800,50,0.0,3,1553704,5249,INSERT,DROP,0.0,16384,3145,TC
EDGE-IAAS-0-COMPUTE-2,2,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,8141798,0,14441,48468,0,110.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,14173,58049944,512.0,0,0,OVS,105.0,61634.70476190476,108.8952380952381,56600,100,0.0,5,6471644,11434,INSERT,DROP,0.0,1,0,OVS
EDGE-IAAS-0-COMPUTE-1,1,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,13224294,0,72716,102296,0,549.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,17383,18294280,132.0,0,0,OVS,127.0,18810.48818897638,103.35433070866142,0,0,23.0,5,2388932,13126,INSERT,DROP,0.0,4,0,OVS
EDGE-IAAS-0-COMPUTE-2,3,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,4038199,0,45859,78346,0,708.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,1598978.0,21092.0,21596.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,4853,1320016,34.0,0,0,TC,46.0,8720.739130434782,117.84782608695652,7770,105,0.0,3,401154,5421,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-2,3,0,eth0,True,10000000000,400,4096,2490000.0,11552.0,64800000.0,133975.0,True,10000000000,20,16384,893614,0,2815,38792314,0,125233.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,8782368.0,9858.0,29872.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,ACTIVE,15019,30735232,256.0,0,0,TC,70.0,16258.86,54.93,16576,56,0.0,3,1138120,3845,INSERT,DROP,3713.0,17975,4473,IPTABLES
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,True,10000000000,400,4096,929915.0,6011.0,26580878.0,16527.0,True,10000000000,20,16384,86510,0,161,13278198,0,12343.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3058,25051136,1024.0,0,0,IPTABLES,63.0,58829.80952380953,52.80952380952381,55700,50,0.0,13,3706278,3327,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,True,10000000000,400,4096,781021.0,2761.0,13179107.0,9997.0,False,0,20,16384,0,0,0,0,0,0.0,False,0,0,0,0,0,0,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3403,27877376,1024.0,0,0,IPTABLES,7.0,129064.85714285714,115.85714285714286,115856,104,0.0,13,903454,811,INSERT,DROP,2.0,0,0,IPTABLES
EDGE-IAAS-0-COMPUTE-2,7,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,11181669,0,36178,192750,0,659.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,7018052.0,17673.0,23736.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8990,18411520,256.0,0,0,TC,117.0,14994.803418803418,50.65811965811966,0,0,6.0,3,1754392,5927,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-2,5,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,12818814,0,52109,31740,0,138.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,3248316.0,0.0,14247.0,0,0,0,1,gtp,0,INGRESS,0.0,1.01011e+31,0.0,0.0,17,0,0.0,80,ACTIVE,26216,26845184,128.0,0,0,OVS,131.0,18939.1145,104.0610687,18200,100,0.0,5,2385656,13108,INSERT,DROP,0.0,16384,88,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,5619543,0,18175,30522,0,122.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,18072,37011456,256.0,0,0,OVS,160.0,28618.8125,92.31875,0,0,23.0,5,4579010,14771,INSERT,DROP,0.0,1,0,OVS
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,True,10000000000,400,4096,2879878.0,10449.0,99567459.0,140012.0,True,10000000000,20,16384,1638694,0,2959,77810658,0,137593.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,12423,50884608,512.0,0,0,IPTABLES,43.0,66248.0,110.04651162790698,60802,101,0.0,13,2848664,4732,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-2,3,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,30628419,0,28502,158828,0,304.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,17532058.0,16443.0,16490.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,14164,116031488,1024.0,0,0,TC,76.0,114548.0,107.65789473684212,118104,111,0.0,3,8705648,8182,INSERT,DROP,0.0,0,2,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,78221036,0,72701,272690,0,514.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,62571228.0,49373.0,58846.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,16711,136822152,1023.0,0,0,TC,124.0,99338.12903225806,93.36290322580643,0,0,21.0,3,12317928,11577,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-1,8,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,2684665,0,30479,33132,0,305.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,1389612.0,18683.0,18772.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,15158,4122976,34.0,0,0,TC,85.0,8098.211764705882,109.43529411764706,7474,101,0.0,3,688348,9302,INSERT,DROP,0.0,0,2,OVS
EDGE-IAAS-0-COMPUTE-2,2,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,6115902,0,10861,83896,0,169.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,2589735.0,4691.0,4694.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,10171,41660416,512.0,0,0,TC,44.0,59289.81818181818,107.4090909090909,51888,94,0.0,3,2608752,4726,INSERT,DROP,0.0,0,1,OVS
EDGE-IAAS-0-COMPUTE-2,2,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,16181175,0,15123,311892,0,556.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,8918600.0,6741.0,8395.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3557,29105184,1023.0,0,0,TC,34.0,62650.82352941176,58.88235294117647,62776,59,0.0,3,2130128,2002,INSERT,DROP,0.0,0,4,OVS
EDGE-IAAS-0-COMPUTE-1,1,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,5447645,0,9677,25124,0,62.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100000010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,9190,37642240,512.0,0,0,OVS,63.0,61451.42857142857,108.57142857142856,56600,100,0.0,5,3871440,6840,INSERT,DROP,0.0,1,0,OVS
EDGE-IAAS-0-COMPUTE-1,2,0,eth6,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,16721324,0,15625,297796,0,530.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,3804920.0,1756.0,3578.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3576,29294592,1024.0,0,0,TC,14.0,67640.0,63.57142857142857,56392,53,0.0,3,946960,890,INSERT,DROP,0.0,0,2,OVS
EDGE-IAAS-0-COMPUTE-1,5,0,eth0,True,10000000000,400,4096,1715240.0,8770.0,17964457.0,27793.0,True,10000000000,20,16384,28628,0,102,6213910,0,20061.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3479,7124992,256.0,0,0,IPTABLES,66.0,36770.36363636364,106.27272727272728,36330,105,0.0,13,2426844,7014,INSERT,DROP,2.0,0,0,OVS
EDGE-IAAS-0-COMPUTE-2,2,0,eth7,False,0,400,4096,0.0,0.0,0.0,0.0,True,10000000000,20,16384,66715587,0,62019,271888,0,517.0,True,noqueue,1000,0,0,1,10000000000,26,0,4096,53327532.0,49528.0,50149.0,0,0,0,1,gtp,0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,10532,86278144,1024.0,0,0,TC,105.0,123748.26666666666,116.3047619047619,122360,115,0.0,3,12993568,12212,INSERT,DROP,0.0,0,4,OVS
